ReactomeID,filename
APC/C:Cdc20 mediated degradation of Securin,R-HSA-174154
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,R-HSA-179419
APC-Cdc20 mediated degradation of Nek2A,R-HSA-179409
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,R-HSA-174184
Phosphorylation of the APC/C,R-HSA-176412
Regulation of APC/C activators between G1/S and early anaphase,R-HSA-176408
SCF-beta-TrCP mediated degradation of Emi1,R-HSA-174113
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,R-HSA-141405
Inactivation of APC/C via direct inhibition of the APC/C complex,R-HSA-141430
Phosphorylation of Emi1,R-HSA-176417
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,R-HSA-174178
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,R-HSA-176407
Mitotic G1-G1/S phases,R-HSA-453279
G1 Phase,R-HSA-69236
Cyclin D associated events in G1,R-HSA-69231
G1/S Transition,R-HSA-69206
G1/S-Specific Transcription,R-HSA-69205
E2F mediated regulation of DNA replication,R-HSA-113510
E2F-enabled inhibition of pre-replication complex formation,R-HSA-113507
Inhibition of replication initiation of damaged DNA by RB1/E2F1,R-HSA-113501
Activation of the pre-replicative complex,R-HSA-68962
Cyclin E associated events during G1/S transition,R-HSA-69202
SCF(Skp2)-mediated degradation of p27/p21,R-HSA-187577
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,R-HSA-69200
G0 and Early G1,R-HSA-1538133
S Phase,R-HSA-69242
Ubiquitin-dependent degradation of Cyclin D,R-HSA-75815
Ubiquitin-dependent degradation of Cyclin D1,R-HSA-69229
Synthesis of DNA,R-HSA-69239
DNA replication initiation,R-HSA-68952
Switching of origins to a post-replicative state,R-HSA-69052
Orc1 removal from chromatin,R-HSA-68949
CDK-mediated phosphorylation and removal of Cdc6,R-HSA-69017
DNA strand elongation,R-HSA-69190
Unwinding of DNA,R-HSA-176974
Leading Strand Synthesis,R-HSA-69109
Polymerase switching,R-HSA-69091
Lagging Strand Synthesis,R-HSA-69186
Processive synthesis on the lagging strand,R-HSA-69183
Removal of the Flap Intermediate,R-HSA-69166
Polymerase switching,R-HSA-69091
Establishment of Sister Chromatid Cohesion,R-HSA-2468052
Cyclin A:Cdk2-associated events at S phase entry,R-HSA-69656
SCF(Skp2)-mediated degradation of p27/p21,R-HSA-187577
Regulation of DNA replication,R-HSA-69304
Association of licensing factors with the pre-replicative complex,R-HSA-69298
Removal of licensing factors from origins,R-HSA-69300
CDK-mediated phosphorylation and removal of Cdc6,R-HSA-69017
Orc1 removal from chromatin,R-HSA-68949
M Phase,R-HSA-68886
Mitotic Telophase/Cytokinesis,R-HSA-68884
Cohesin Loading onto Chromatin,R-HSA-2470946
Mitotic Metaphase and Anaphase,R-HSA-2555396
Mitotic Anaphase,R-HSA-68882
Separation of Sister Chromatids,R-HSA-2467813
Nuclear Envelope Reassembly,R-HSA-2995410
Initiation of Nuclear Envelope Reformation,R-HSA-2995383
Mitotic Metaphase/Anaphase Transition,R-HSA-68881
Mitotic Prophase,R-HSA-68875
Nuclear Envelope Breakdown,R-HSA-2980766
Nuclear Pore Complex (NPC) Disassembly,R-HSA-3301854
Depolymerisation of the Nuclear Lamina,R-HSA-4419969
Clearance of Nuclear Envelope Membranes from Chromatin,R-HSA-2993913
"Activation of NIMA Kinases NEK9, NEK6, NEK7",R-HSA-2980767
MASTL Facilitates Mitotic Progression,R-HSA-2465910
Golgi Cisternae Pericentriolar Stack Reorganization,R-HSA-162658
Condensation of Prophase Chromosomes,R-HSA-2299718
Mitotic Prometaphase,R-HSA-68877
Condensation of Prometaphase Chromosomes,R-HSA-2514853
Resolution of Sister Chromatid Cohesion,R-HSA-2500257
Mitotic G2-G2/M phases,R-HSA-453274
G2 Phase,R-HSA-68911
G2/M Transition,R-HSA-69275
Interaction between PHLDA1 and AURKA,R-HSA-8854521
Polo-like kinase mediated events,R-HSA-156711
AURKA Activation by TPX2,R-HSA-8854518
Cyclin B2 mediated events,R-HSA-157881
Regulation of PLK1 Activity at G2/M Transition,R-HSA-2565942
Cyclin A/B1 associated events during G2/M transition,R-HSA-69273
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,R-HSA-170145
Centrosome maturation,R-HSA-380287
Loss of proteins required for interphase microtubule organization from the centrosome,R-HSA-380284
Loss of Nlp from mitotic centrosomes,R-HSA-380259
Recruitment of mitotic centrosome proteins and complexes,R-HSA-380270
Recruitment of NuMA to mitotic centrosomes,R-HSA-380320
The role of GTSE1 in G2/M progression after G2 checkpoint,R-HSA-8852276
Meiosis,R-HSA-1500620
Meiotic recombination,R-HSA-912446
Meiotic synapsis,R-HSA-1221632
Chromosome Maintenance,R-HSA-73886
Nucleosome assembly,R-HSA-774815
Deposition of new CENPA-containing nucleosomes at the centromere,R-HSA-606279
Telomere Maintenance,R-HSA-157579
Extension of Telomeres,R-HSA-180786
Telomere Extension By Telomerase,R-HSA-171319
Telomere C-strand (Lagging Strand) Synthesis,R-HSA-174417
Polymerase switching on the C-strand of the telomere,R-HSA-174411
Telomere C-strand synthesis initiation,R-HSA-174430
Processive synthesis on the C-strand of the telomere,R-HSA-174414
Removal of the Flap Intermediate from the C-strand,R-HSA-174437
Packaging Of Telomere Ends,R-HSA-171306
Cell Cycle Checkpoints,R-HSA-69620
G1/S DNA Damage Checkpoints,R-HSA-69615
p53-Dependent G1/S DNA damage checkpoint,R-HSA-69580
p53-Dependent G1 DNA Damage Response,R-HSA-69563
Stabilization of p53,R-HSA-69541
Autodegradation of the E3 ubiquitin ligase COP1,R-HSA-349425
Transcriptional activation of p53 responsive genes,R-HSA-69560
Transcriptional  activation of  cell cycle inhibitor p21,R-HSA-69895
p53-Independent G1/S DNA damage checkpoint,R-HSA-69613
p53-Independent DNA Damage Response,R-HSA-69610
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,R-HSA-69601
Mitotic Spindle Checkpoint,R-HSA-69618
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,R-HSA-141405
Inactivation of APC/C via direct inhibition of the APC/C complex,R-HSA-141430
Amplification of signal from the kinetochores,R-HSA-141424
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,R-HSA-141444
G2/M Checkpoints,R-HSA-69481
Activation of ATR in response to replication stress,R-HSA-176187
G2/M DNA replication checkpoint,R-HSA-69478
G2/M DNA damage checkpoint,R-HSA-69473
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,R-HSA-75035
DNA Repair,R-HSA-73894
Mismatch Repair,R-HSA-5358508
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),R-HSA-5358606
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),R-HSA-5358565
Base Excision Repair,R-HSA-73884
Resolution of Abasic Sites (AP sites),R-HSA-73933
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,R-HSA-5649702
Resolution of AP sites via the multiple-nucleotide patch replacement pathway,R-HSA-110373
POLB-Dependent Long Patch Base Excision Repair,R-HSA-110362
PCNA-Dependent Long Patch Base Excision Repair,R-HSA-5651801
Resolution of AP sites via the single-nucleotide replacement pathway,R-HSA-110381
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,R-HSA-73930
Displacement of DNA glycosylase by APEX1,R-HSA-110357
"Base-Excision Repair, AP Site Formation",R-HSA-73929
Depyrimidination,R-HSA-73928
Cleavage of the damaged pyrimidine,R-HSA-110329
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,R-HSA-110328
Depurination,R-HSA-73927
Cleavage of the damaged purine,R-HSA-110331
Recognition and association of DNA glycosylase with site containing an affected purine,R-HSA-110330
Nucleotide Excision Repair,R-HSA-5696398
Global Genome Nucleotide Excision Repair (GG-NER),R-HSA-5696399
Formation of Incision Complex in GG-NER,R-HSA-5696395
Dual Incision in GG-NER,R-HSA-5696400
Gap-filling DNA repair synthesis and ligation in GG-NER,R-HSA-5696397
DNA Damage Recognition in GG-NER,R-HSA-5696394
Transcription-Coupled Nucleotide Excision Repair (TC-NER),R-HSA-6781827
Dual incision in TC-NER,R-HSA-6782135
Formation of TC-NER Pre-Incision Complex,R-HSA-6781823
Gap-filling DNA repair synthesis and ligation in TC-NER,R-HSA-6782210
Fanconi Anemia Pathway,R-HSA-6783310
DNA Damage Reversal,R-HSA-73942
MGMT-mediated DNA damage reversal,R-HSA-5657655
Reversal of alkylation damage by DNA dioxygenases,R-HSA-73943
ALKBH3 mediated reversal of alkylation damage,R-HSA-112126
ALKBH2 mediated reversal of alkylation damage,R-HSA-112122
DNA Double-Strand Break Repair,R-HSA-5693532
Nonhomologous End-Joining (NHEJ),R-HSA-5693571
DNA Double Strand Break Response,R-HSA-5693606
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,R-HSA-5693565
Sensing of DNA Double Strand Breaks,R-HSA-5693548
,R-HSA-5693538
HDR through MMEJ (alt-NHEJ),R-HSA-5685939
HDR through,R-HSA-5693567
HDR through Single Strand Annealing (SSA),R-HSA-5685938
HDR through,R-HSA-5685942
,R-HSA-5693579
Presynaptic phase of homologous DNA pairing and strand exchange,R-HSA-5693616
Resolution of D-Loop Structures,R-HSA-5693537
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),R-HSA-5693554
Resolution of D-loop Structures through Holliday Junction Intermediates,R-HSA-5693568
Processing of DNA double-strand break ends,R-HSA-5693607
DNA Damage Bypass,R-HSA-73893
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,R-HSA-110313
Termination of translesion DNA synthesis,R-HSA-5656169
Translesion Synthesis by POLH,R-HSA-110320
Translesion synthesis by REV1,R-HSA-110312
Translesion synthesis by POLK,R-HSA-5655862
Translesion synthesis by POLI,R-HSA-5656121
Recognition of DNA damage by PCNA-containing replication complex,R-HSA-110314
Immune System,R-HSA-168256
Adaptive Immune System,R-HSA-1280218
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,R-HSA-198933
Costimulation by the CD28 family,R-HSA-388841
CTLA4 inhibitory signaling,R-HSA-389513
PD-1 signaling,R-HSA-389948
CD28 co-stimulation,R-HSA-389356
CD28 dependent PI3K/Akt signaling,R-HSA-389357
CD28 dependent Vav1 pathway,R-HSA-389359
MHC class II antigen presentation,R-HSA-2132295
TCR signaling,R-HSA-202403
Translocation of ZAP-70 to Immunological synapse,R-HSA-202430
Downstream TCR signaling,R-HSA-202424
Phosphorylation of CD3 and TCR zeta chains,R-HSA-202427
Generation of second messenger molecules,R-HSA-202433
Rap1 signalling,R-HSA-392517
Signaling by the B Cell Receptor (BCR),R-HSA-983705
Downstream signaling events of B Cell Receptor (BCR),R-HSA-1168372
Activation of RAS in B cells,R-HSA-1169092
Activation of NF-kappaB in B cells,R-HSA-1169091
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the cytosol,R-HSA-198323
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
CD22 mediated BCR regulation,R-HSA-5690714
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,R-HSA-983695
Class I MHC mediated antigen processing & presentation,R-HSA-983169
Antigen processing-Cross presentation,R-HSA-1236975
ER-Phagosome pathway,R-HSA-1236974
Cross-presentation of soluble exogenous antigens (endosomes),R-HSA-1236978
Cross-presentation of particulate exogenous antigens (phagosomes),R-HSA-1236973
Endosomal/Vacuolar pathway,R-HSA-1236977
Antigen processing: Ubiquitination & Proteasome degradation,R-HSA-983168
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",R-HSA-983170
Innate Immune System,R-HSA-168249
Fc epsilon receptor (FCERI) signaling,R-HSA-2454202
Role of LAT2/NTAL/LAB on calcium mobilization,R-HSA-2730905
PIP3 activates AKT signaling,R-HSA-1257604
AKT phosphorylates targets in the cytosol,R-HSA-198323
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the nucleus,R-HSA-198693
FCERI mediated NF-kB activation,R-HSA-2871837
FCERI mediated MAPK activation,R-HSA-2871796
RAF/MAP kinase cascade,R-HSA-5673001
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
FCERI mediated Ca+2 mobilization,R-HSA-2871809
Defensins,R-HSA-1461973
Alpha-defensins,R-HSA-1462054
Beta defensins,R-HSA-1461957
Toll-Like Receptors Cascades,R-HSA-168898
Toll Like Receptor 3 (TLR3) Cascade,R-HSA-168164
MyD88-independent TLR3/TLR4 cascade,R-HSA-166166
TRIF-mediated TLR3/TLR4 signaling,R-HSA-937061
MAP kinase activation in TLR cascade,R-HSA-450294
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
Activation of the AP-1 family of transcription factors,R-HSA-450341
CREB phosphorylation,R-HSA-199920
TRIF-mediated programmed cell death,R-HSA-2562578
IKK complex recruitment mediated by RIP1,R-HSA-937041
TRAF6 mediated induction of TAK1 complex,R-HSA-937072
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,R-HSA-936964
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
Toll Like Receptor 9 (TLR9) Cascade,R-HSA-168138
MyD88 dependent cascade initiated on endosome,R-HSA-975155
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,R-HSA-975110
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,R-HSA-975138
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,R-HSA-975163
MAP kinase activation in TLR cascade,R-HSA-450294
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
Activation of the AP-1 family of transcription factors,R-HSA-450341
CREB phosphorylation,R-HSA-199920
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,R-HSA-975144
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
Toll Like Receptor 5 (TLR5) Cascade,R-HSA-168176
MyD88 cascade initiated on plasma membrane,R-HSA-975871
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
MAP kinase activation in TLR cascade,R-HSA-450294
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
CREB phosphorylation,R-HSA-199920
Activation of the AP-1 family of transcription factors,R-HSA-450341
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
IRAK2 mediated activation of TAK1 complex,R-HSA-937042
IRAK1 recruits IKK complex,R-HSA-937039
Toll Like Receptor 7/8 (TLR7/8) Cascade,R-HSA-168181
MyD88 dependent cascade initiated on endosome,R-HSA-975155
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,R-HSA-975138
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,R-HSA-975163
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,R-HSA-975144
MAP kinase activation in TLR cascade,R-HSA-450294
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
Activation of the AP-1 family of transcription factors,R-HSA-450341
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
CREB phosphorylation,R-HSA-199920
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,R-HSA-975110
Toll Like Receptor 2 (TLR2) Cascade,R-HSA-181438
Toll Like Receptor TLR6:TLR2 Cascade,R-HSA-168188
MyD88:Mal cascade initiated on plasma membrane,R-HSA-166058
IRAK1 recruits IKK complex,R-HSA-937039
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
MAP kinase activation in TLR cascade,R-HSA-450294
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
Activation of the AP-1 family of transcription factors,R-HSA-450341
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
CREB phosphorylation,R-HSA-199920
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
IRAK2 mediated activation of TAK1 complex,R-HSA-937042
Toll Like Receptor TLR1:TLR2 Cascade,R-HSA-168179
MyD88:Mal cascade initiated on plasma membrane,R-HSA-166058
IRAK1 recruits IKK complex,R-HSA-937039
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
MAP kinase activation in TLR cascade,R-HSA-450294
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
CREB phosphorylation,R-HSA-199920
Activation of the AP-1 family of transcription factors,R-HSA-450341
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
IRAK2 mediated activation of TAK1 complex,R-HSA-937042
Toll Like Receptor 10 (TLR10) Cascade,R-HSA-168142
MyD88 cascade initiated on plasma membrane,R-HSA-975871
IRAK2 mediated activation of TAK1 complex,R-HSA-937042
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
MAP kinase activation in TLR cascade,R-HSA-450294
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
CREB phosphorylation,R-HSA-199920
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
Activation of the AP-1 family of transcription factors,R-HSA-450341
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
IRAK1 recruits IKK complex,R-HSA-937039
Regulation of TLR by endogenous ligand,R-HSA-5686938
Toll Like Receptor 4 (TLR4) Cascade,R-HSA-166016
Transfer of LPS from LBP carrier to CD14,R-HSA-166020
Activated TLR4 signalling,R-HSA-166054
MyD88-independent TLR3/TLR4 cascade,R-HSA-166166
TRIF-mediated TLR3/TLR4 signaling,R-HSA-937061
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
MAP kinase activation in TLR cascade,R-HSA-450294
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
Activation of the AP-1 family of transcription factors,R-HSA-450341
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
CREB phosphorylation,R-HSA-199920
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
TRAF6 mediated induction of TAK1 complex,R-HSA-937072
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,R-HSA-936964
TRIF-mediated programmed cell death,R-HSA-2562578
IKK complex recruitment mediated by RIP1,R-HSA-937041
MyD88:Mal cascade initiated on plasma membrane,R-HSA-166058
IRAK1 recruits IKK complex,R-HSA-937039
TAK1 activates NFkB by phosphorylation and activation of IKKs complex,R-HSA-445989
MAP kinase activation in TLR cascade,R-HSA-450294
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,R-HSA-450321
MAPK targets/ Nuclear events mediated by MAP kinases,R-HSA-450282
ERK/MAPK targets,R-HSA-198753
ERKs are inactivated,R-HSA-202670
CREB phosphorylation,R-HSA-199920
Activation of the AP-1 family of transcription factors,R-HSA-450341
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
activated TAK1 mediates p38 MAPK activation,R-HSA-450302
IRAK2 mediated activation of TAK1 complex,R-HSA-937042
Trafficking and processing of endosomal TLR,R-HSA-1679131
Fcgamma receptor (FCGR) dependent phagocytosis,R-HSA-2029480
FCGR activation,R-HSA-2029481
Regulation of actin dynamics for phagocytic cup formation,R-HSA-2029482
Role of phospholipids in phagocytosis,R-HSA-2029485
Cytosolic sensors of pathogen-associated DNA,R-HSA-1834949
STING mediated induction of host immune responses,R-HSA-1834941
IRF3-mediated induction of type I IFN,R-HSA-3270619
STAT6-mediated induction of chemokines,R-HSA-3249367
ZBP1(DAI) mediated induction of type I IFNs,R-HSA-1606322
RIP-mediated NFkB activation via ZBP1,R-HSA-1810476
IRF3 mediated activation of type 1 IFN,R-HSA-1606341
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,R-HSA-3134973
DEx/H-box helicases activate type I IFN and inflammatory cytokines production,R-HSA-3134963
Regulation of innate immune responses to cytosolic DNA,R-HSA-3134975
Regulation by TREX1,R-HSA-3248023
Complement cascade,R-HSA-166658
Terminal pathway of complement,R-HSA-166665
Initial triggering of complement,R-HSA-166663
Creation of C4 and C2 activators,R-HSA-166786
Classical antibody-mediated complement activation,R-HSA-173623
Lectin pathway of complement activation,R-HSA-166662
Ficolins bind to repetitive carbohydrate structures on the target cell surface,R-HSA-2855086
Alternative complement activation,R-HSA-173736
Activation of C3 and C5,R-HSA-174577
Regulation of Complement cascade,R-HSA-977606
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways,R-HSA-168928
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,R-HSA-933543
TRAF6 mediated IRF7 activation,R-HSA-933541
TRAF3-dependent IRF activation pathway,R-HSA-918233
Negative regulators of RIG-I/MDA5 signaling,R-HSA-936440
TRAF6 mediated NF-kB activation,R-HSA-933542
DAP12 interactions,R-HSA-2172127
DAP12 signaling,R-HSA-2424491
DAG and IP3 signaling,R-HSA-1489509
CaM pathway,R-HSA-111997
Calmodulin induced events,R-HSA-111933
CaMK IV-mediated phosphorylation of CREB,R-HSA-111932
Cam-PDE 1 activation,R-HSA-111957
PKA-mediated phosphorylation of CREB,R-HSA-111931
PKA activation,R-HSA-163615
PIP3 activates AKT signaling,R-HSA-1257604
Negative regulation of the PI3K/AKT network,R-HSA-199418
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",R-HSA-6811558
AKT phosphorylates targets in the cytosol,R-HSA-198323
AKT phosphorylates targets in the nucleus,R-HSA-198693
RAF/MAP kinase cascade,R-HSA-5673001
MAP2K and MAPK activation,R-HSA-5674135
Regulation of RAS by GAPs,R-HSA-5658442
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
RAF activation,R-HSA-5673000
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",R-HSA-168643
Inflammasomes,R-HSA-622312
The IPAF inflammasome,R-HSA-844623
The NLRP1 inflammasome,R-HSA-844455
The NLRP3 inflammasome,R-HSA-844456
The AIM2 inflammasome,R-HSA-844615
NOD1/2 Signaling Pathway,R-HSA-168638
C-type lectin receptors (CLRs),R-HSA-5621481
CLEC7A (Dectin-1) signaling,R-HSA-5607764
Dectin-1 mediated noncanonical NF-kB signaling,R-HSA-5607761
CLEC7A (Dectin-1) induces NFAT activation,R-HSA-5607763
CLEC7A/inflammasome pathway,R-HSA-5660668
CD209 (DC-SIGN) signaling,R-HSA-5621575
Dectin-2 family,R-HSA-5621480
Advanced glycosylation endproduct receptor signaling,R-HSA-879415
Cytokine Signaling in Immune system,R-HSA-1280215
Signaling by Interleukins,R-HSA-449147
"Interleukin-3, 5 and GM-CSF signaling",R-HSA-512988
Regulation of signaling by CBL,R-HSA-912631
Interleukin receptor SHC signaling,R-HSA-912526
RAF/MAP kinase cascade,R-HSA-5673001
Regulation of RAS by GAPs,R-HSA-5658442
RAF activation,R-HSA-5673000
MAP2K and MAPK activation,R-HSA-5674135
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
Interleukin-12 signaling,R-HSA-447115
Interleukin-7 signaling,R-HSA-1266695
Interleukin-1 processing,R-HSA-448706
Interleukin-1 signaling,R-HSA-446652
MAP3K8 (TPL2)-dependent MAPK1/3 activation,R-HSA-5684264
Interleukin-6 family signaling,R-HSA-6783589
IL-6-type cytokine receptor ligand interactions,R-HSA-6788467
Interleukin-6 signaling,R-HSA-1059683
Interleukin-17 signaling,R-HSA-448424
Interleukin-2 signaling,R-HSA-451927
Interleukin receptor SHC signaling,R-HSA-912526
RAF/MAP kinase cascade,R-HSA-5673001
RAF activation,R-HSA-5673000
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
Regulation of RAS by GAPs,R-HSA-5658442
MAP2K and MAPK activation,R-HSA-5674135
RAF/MAP kinase cascade,R-HSA-5673001
MAP2K and MAPK activation,R-HSA-5674135
RAF activation,R-HSA-5673000
Negative regulation of MAPK pathway,R-HSA-5675221
Negative feedback regulation of MAPK pathway,R-HSA-5674499
Regulation of RAS by GAPs,R-HSA-5658442
"Interleukin-19, 20, 22, 24",R-HSA-8854691
Interferon Signaling,R-HSA-913531
Interferon gamma signaling,R-HSA-877300
Regulation of IFNG signaling,R-HSA-877312
Antiviral mechanism by IFN-stimulated genes,R-HSA-1169410
ISG15 antiviral mechanism,R-HSA-1169408
Interferon alpha/beta signaling,R-HSA-909733
Regulation of IFNA signaling,R-HSA-912694
TNFR2 non-canonical NF-kB pathway,R-HSA-5668541
TNFs bind their physiological receptors,R-HSA-5669034
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,R-HSA-5676594
NIK-->noncanonical NF-kB signaling,R-HSA-5676590
Growth hormone receptor signaling,R-HSA-982772
Prolactin receptor signaling,R-HSA-1170546
"ROS, RNS production in response to bacteria",R-HSA-1222556
Reproduction,R-HSA-1474165
Fertilization,R-HSA-1187000
Acrosome Reaction,R-HSA-1300645
Sperm:Oocyte Membrane Binding,R-HSA-1300652
Interaction With The Zona Pellucida,R-HSA-1300644
Sperm Motility And Taxes,R-HSA-1300642
Interaction With Cumulus Cells,R-HSA-2534343
Signal Transduction,R-HSA-162582
Signaling by PTK6,R-HSA-8848021
ERBB2 Activates PTK6 Signaling,R-HSA-8847993
PTK6 Expression,R-HSA-8849473
PTK6 Regulates Cell Cycle,R-HSA-8849470
PTK6 Regulates Proteins Involved in RNA Processing,R-HSA-8849468
PTK6 Down-Regulation,R-HSA-8849472
